report_section,report_category,change_id,area,change_type,difference_category,identifier,section,page,old_page,new_page,preview,display_title,old_value,new_value,detail,similarity
Content Changes,Modified tables,CHG-0516,table,added,table_added,0 | 1 | 2 | 3,,26,,26,0 | 1 | 2 | 3,Table added,,"0 | 1 | 2 | 3 Number | Privilege | Name | Description 0x250 0x251 0x252 0x253 0x255 0x256 0x257 | HRW HRW HRW HRW HRW HRW HRW | vsiselect vsireg vsireg2 vsireg3 vsireg4 vsireg5 vsireg6 | Virtual supervisor indirect register select. Virtual supervisor indirect register alias. Virtual supervisor indirect register alias 2. Virtual supervisor indirect register alias 3. Virtual supervisor indirect register alias 4. Virtual supervisor indirect register alias 5. Virtual supervisor indirect register alias 6. | | | Virtual Supervisor Timer Compare 0x24D 0x25D | HRW HRW | vstimecmp vstimecmph | Virtual supervisor timer compare. Upper 32 bits of vstimecmp, RV32 only. | | Virtual Supe | rvisor Control Transfer Records Configuration 0x24E | HRW | vsctrctl | Virtual Supervisor Control Transfer Records Control Register.",Added table,0.0
Content Changes,Modified tables,CHG-0517,table,added,table_added,0 | 1 | 2 | 3,,28,,28,0 | 1 | 2 | 3,Table added,,"0 | 1 | 2 | 3 Number | Privilege | Name | Description 0x3A0 0x3A1 0x3A2 0x3A3 0x3AE 0x3AF 0x3B0 0x3B1 0x3EF | MRW MRW MRW MRW MRW MRW MRW MRW MRW | pmpcfg0 pmpcfg1 pmpcfg2 pmpcfg3 ⋯ pmpcfg14 pmpcfg15 pmpaddr0 pmpaddr1 ⋯ pmpaddr63 | Physical memory protection configuration. Physical memory protection configuration, RV32 only. Physical memory protection configuration. Physical memory protection configuration, RV32 only. Physical memory protection configuration. Physical memory protection configuration, RV32 only. Physical memory protection address register. Physical memory protection address register. Physical memory protection address register. | | M | achine State Enable Registers 0x30C 0x30D 0x30E 0x30F 0x31C 0x31D 0x31E 0x31F | MRW MRW MRW MRW MRW MRW MRW MRW | mstateen0 mstateen1 mstateen2 mstateen3 mstateen0h mstateen1h mstateen2h mstateen3h | Machine State Enable 0 Register. Machine State Enable 1 Register. Machine State Enable 2 Register. Machine State Enable 3 Register. Upper 32 bits of Machine State Enable 0 Register, RV32 only. Upper 32 bits of Machine State Enable 1 Register, RV32 only. Upper 32 bits of Machine State Enable 2 Register, RV32 only. Upper 32 bits of Machine State Enable 3 Register, RV32 only. | | Machin | e Non-Maskable Interrupt Handling 0x740 0x741 0x742 0x744 | MRW MRW MRW MRW | mnscratch mnepc mncause mnstatus | Resumable NMI scratch register. Resumable NMI program counter. Resumable NMI cause. Resumable NMI status. | | | Machine Counter/Timers 0xB00 0xB02 0xB03 0xB04 0xB1F 0xB80 0xB82 0xB83 0xB84 0xB9F | MRW MRW MRW MRW MRW MRW MRW MRW MRW MRW | mcycle minstret mhpmcounter3 mhpmcounter4 ⋮ mhpmcounter31 mcycleh minstreth mhpmcounter3h mhpmcounter4h ⋮ mhpmcounter31h | Machine cycle counter. Machine instructions-retired counter. Machine performance-monitoring counter. Machine performance-monitoring counter. Machine performance-monitoring counter. Upper 32 bits of mcycle, RV32 only. Upper 32 bits of minstret, RV32 only. Upper 32 bits of mhpmcounter3, RV32 only. Upper 32 bits of mhpmcounter4, RV32 only. Upper 32 bits of mhpmcounter31, RV32 only. | | | Machine Counter Setup 0x320 0x321 0x322 0x323 0x324 0x33F 0x721 0x722 0x723 0x724 0x73F | MRW MRW MRW MRW MRW MRW MRW MRW MRW MRW MRW | mcountinhibit mcyclecfg minstretcfg mhpmevent3 mhpmevent4 ⋮ mhpmevent31 mcyclecfgh minstretcfgh mhpmevent3h mhpmevent4h ⋮ mhpmevent31h | Machine counter-inhibit register. Machine cycle counter configuration register. Machine instret counter configuration register. Machine performance-monitoring event selector. Machine performance-monitoring event selector. Machine performance-monitoring event selector. Upper 32 bits of mcyclecfg, RV32 only. Upper 32 bits of minstretcfg, RV32 only. Upper 32 bits of mhpmevent3, RV32 only. Upper 32 bits of mhpmevent4, RV32 only. Upper 32 bits of mhpmevent31, RV32 only.",Added table,0.0
Content Changes,Modified tables,CHG-0518,table,added,table_added,0 | 1 | 2 | 3,,29,,29,0 | 1 | 2 | 3,Table added,,0 | 1 | 2 | 3 Number | Privilege | Name | Description | | Machine C | ontrol Transfer Records Configuration 0x34E | MRW | mctrctl | Machine Control Transfer Records Control Register. | | Debug/Tra | ce Registers (shared with Debug Mode) 0x7A0 0x7A1 0x7A2 0x7A3 0x7A8 | MRW MRW MRW MRW MRW | tselect tdata1 tdata2 tdata3 mcontext | Debug/Trace trigger register select. First Debug/Trace trigger data register. Second Debug/Trace trigger data register. Third Debug/Trace trigger data register. Machine-mode context register. | | | Debug Mode Registers 0x7B0 0x7B1 0x7B2 0x7B3 | DRW DRW DRW DRW | dcsr dpc dscratch0 dscratch1 | Debug control and status register. Debug program counter. Debug scratch register 0. Debug scratch register 1.,Added table,0.0
Content Changes,Modified tables,CHG-0519,table,added,table_added,0 | 1 | 2 | 3,,30,,30,0 | 1 | 2 | 3,Table added,,0 | 1 | 2 | 3 | 4 | 5 | 6 miselect | mireg | mireg2 | mireg3 | mireg4 | mireg5 | mireg6 0x30 | iprio0 | none | none | none | none | none … | … | … | … | … | … | … 0x3F | iprio15 | none | none | none | none | none 0x70 | eidelivery | none | none | none | none | none 0x71 | 0 | none | none | none | none | none 0x72 | eithreshold | none | none | none | none | none 0x73 | 0 | none | none | none | none | none … | … | … | … | … | … | … 0x7F | 0 | none | none | none | none | none 0x80 | eip0 | none | none | none | none | none … | … | … | … | … | … | … 0xBF | eip63 | none | none | none | none | none 0xC0 | eie0 | none | none | none | none | none … | … | … | … | … | … | … 0xFF | eie63 | none | none | none | none | none,Added table,0.0
Content Changes,Modified tables,CHG-0520,table,added,table_added,0 | 1 | 2 | 3,,30,,30,0 | 1 | 2 | 3,Table added,,0 | 1 | 2 | 3 | 4 | 5 | 6 siselect | sireg | sireg2 | sireg3 | sireg4 | sireg5 | sireg6 0x30 | iprio0 | none | none | none | none | none … | … | … | … | … | … | … 0x3F | iprio15 | none | none | none | none | none 0x40 | cycle | cyclecfg | none | cycleh | cyclecfgh | none 0x41 | none | none | none | none | none | none 0x42 | instret | instretcfg | none | instreth | instretcfgh | none 0x43 | hpmcounter3 | hpmevent3 | none | hpmcounter3h | hpmevent3h | none … | … | … | … | … | … | … 0x5F | hpmcounter31 | hpmevent31 | none | hpmcounter31 h | hpmevent31h | none 0x70 | eidelivery | none | none | none | none | none 0x71 | 0 | none | none | none | none | none 0x72 | eithreshold | none | none | none | none | none 0x73 | 0 | none | none | none | none | none … | … | … | … | … | … | … 0x7F | 0 | none | none | none | none | none 0x80 | eip0 | none | none | none | none | none … | … | … | … | … | … | … 0xBF | eip63 | none | none | none | none | none,Added table,0.0
Content Changes,Modified tables,CHG-0521,table,added,table_added,0 | 1 | 2 | 3,,31,,31,0 | 1 | 2 | 3,Table added,,0 | 1 | 2 | 3 | 4 | 5 | 6 siselect | sireg | sireg2 | sireg3 | sireg4 | sireg5 | sireg6 0xC0 | eie0 | none | none | none | none | none … | … | … | … | … | … | … 0xFF | eie63 | none | none | none | none | none 0x200 | ctrsource0 | ctrtarget0 | ctrdata0 | 0 | 0 | 0 … | … | … | … | … | … | … 0x2FF | ctrsource255 | ctrtarget255 | ctrdata255 | 0 | 0 | 0,Added table,0.0
Content Changes,Modified tables,CHG-0522,table,added,table_added,0 | 1 | 2 | 3,,31,,31,0 | 1 | 2 | 3,Table added,,0 | 1 | 2 | 3 | 4 | 5 | 6 vsiselect | vsireg | vsireg2 | vsireg3 | vsireg4 | vsireg5 | vsireg6 0x30 | iprio0 | none | none | none | none | none … | … | … | … | … | … | … 0x3F | iprio15 | none | none | none | none | none 0x70 | eidelivery | none | none | none | none | none 0x71 | 0 | none | none | none | none | none 0x72 | eithreshold | none | none | none | none | none 0x73 | 0 | none | none | none | none | none … | … | … | … | … | … | … 0x7F | 0 | none | none | none | none | none 0x80 | eip0 | none | none | none | none | none … | … | … | … | … | … | … 0xBF | eip63 | none | none | none | none | none 0xC0 | eie0 | none | none | none | none | none … | … | … | … | … | … | … 0xFF | eie63 | none | none | none | none | none 0x200 | ctrsource0 | ctrtarget0 | ctrdata0 | 0 | 0 | 0 … | … | … | … | … | … | … 0x2FF | ctrsource255 | ctrtarget255 | ctrdata255 | 0 | 0 | 0,Added table,0.0
Content Changes,Modified tables,CHG-0523,table,added,table_added,0 | 1 | 2 | 3,,64,,64,0 | 1 | 2 | 3,Table added,,"0 | 1 | 2 | 3 Mode | SSEED | USEED | Description M |-|-| The seed CSR is always available in machine mode as normal (with a CSR read-write instruction.) Attempted read without a write raises an illegal-instruction exception regardless of mode and access control bits. U |-| 0 | Any seed CSR access raises an illegal-instruction exception. U |-| 1 | The seed CSR is accessible as normal. No exception is raised for read-write. S/HS | 0 |-| Any seed CSR access raises an illegal-instruction exception. S/HS | 1 |-| The seed CSR is accessible as normal. No exception is raised for read-write. VS/VU | 0 |-| Any seed CSR access raises an illegal-instruction exception. VS/VU | 1 |-| A read-write seed access raises a virtual-instruction exception, while other access conditions raise an illegal-instruction exception.",Added table,0.0
Content Changes,Modified tables,CHG-0524,table,added,table_added,0 | 1,,66,,66,0 | 1,Table added,,0 | 1 Value | Description 00 | Pointer masking is disabled (PMLEN = 0) 01 | Reserved 10 | Pointer masking is enabled with PMLEN = XLEN-57 (PMLEN = 7 on RV64) 11 | Pointer masking is enabled with PMLEN = XLEN-48 (PMLEN = 16 on RV64),Added table,0.0
Content Changes,Modified tables,CHG-0525,table,added,table_added,0 | 1,,105,,105,0 | 1,Table added,,"0 | 1 Field | Description M, S, U | Enable transfer recording in the selected privileged mode(s). RASEMU | Enables RAS (Return Address Stack) Emulation Mode. See RAS (Return Address Stack) Emulation Mode. MTE | Enables recording of traps to M-mode when M=0. See External Traps. STE | Enables recording of traps to S-mode when S=0. See External Traps. BPFRZ | Set sctrstatus.FROZEN on a breakpoint exception that traps to M-mode or S-mode. See Freeze. LCOFIFRZ | Set sctrstatus.FROZEN on local-counter-overflow interrupt (LCOFI) that traps to M-mode or S-mode. See Freeze. EXCINH | Inhibit recording of exceptions. See Transfer Type Filtering. INTRINH | Inhibit recording of interrupts. See Transfer Type Filtering. TRETINH | Inhibit recording of trap returns. See Transfer Type Filtering. NTBREN | Enable recording of not-taken branches. See Transfer Type Filtering. TKBRINH | Inhibit recording of taken branches. See Transfer Type Filtering. INDCALLINH | Inhibit recording of indirect calls. See Transfer Type Filtering. DIRCALLINH | Inhibit recording of direct calls. See Transfer Type Filtering. INDJMPINH | Inhibit recording of indirect jumps (without linkage). See Transfer Type Filtering. DIRJMPINH | Inhibit recording of direct jumps (without linkage). See Transfer Type Filtering. CORSWAPINH | Inhibit recording of co-routine swaps. See Transfer Type Filtering. RETINH | Inhibit recording of function returns. See Transfer Type Filtering. INDLJMPINH | Inhibit recording of other indirect jumps (with linkage). See Transfer Type Filtering. DIRLJMPINH | Inhibit recording of other direct jumps (with linkage). See Transfer Type Filtering. Custom[3:0] | WARL bits designated for custom use. The value 0 must correspond to standard behavior. See Custom Extensions.",Added table,0.0
Content Changes,Modified tables,CHG-0526,table,added,table_added,0 | 1,,106,,106,0 | 1,Table added,,0 | 1 Field | Description S | Enable transfer recording in VS-mode. U | Enable transfer recording in VU-mode. STE | Enables recording of traps to VS-mode when S=0. See External Traps.. BPFRZ | Set sctrstatus.FROZEN on a breakpoint exception that traps to VS-mode. See Freeze. LCOFIFRZ | Set sctrstatus.FROZEN on local-counter-overflow interrupt (LCOFI) that traps to VS-mode. See Freeze. Other field definitions implemented in sctrc | match those of sctrctl. The optional fields implemented in vsctrctl should match those tl.,Added table,0.0
Content Changes,Modified tables,CHG-0527,table,added,table_added,0 | 1 | 2,,126,,126,0 | 1 | 2,Table added,,0 | 1 | 2 Interrupt | Exception Code | Description 1 1 1 1 1 1 1 1 1 1 | 0 1 2-4 5 6-8 9 10-12 13 14-15 ≥16 | Reserved Supervisor software interrupt Reserved Supervisor timer interrupt Reserved Supervisor external interrupt Reserved Counter-overflow interrupt Reserved Designated for platform use,Added table,0.0
Content Changes,Modified tables,CHG-0528,table,added,table_added,0 | 1,,130,,130,0 | 1,Table added,,0 | 1 Value | Description 00 | Pointer masking is disabled (PMLEN = 0) 01 | Reserved 10 | Pointer masking is enabled with PMLEN = XLEN-57 (PMLEN = 7 on RV64) 11 | Pointer masking is enabled with PMLEN = XLEN-48 (PMLEN = 16 on RV64),Added table,0.0
Content Changes,Modified tables,CHG-0529,table,added,table_added,0 | 1,,165,,165,0 | 1,Table added,,0 | 1 Value | Description 00 | Pointer masking is disabled (PMLEN = 0) 01 | Reserved 10 | Pointer masking is enabled with PMLEN = XLEN-57 (PMLEN = 7 on RV64) 11 | Pointer masking is enabled with PMLEN = XLEN-48 (PMLEN = 16 on RV64),Added table,0.0
Content Changes,Modified tables,CHG-0530,table,added,table_added,0 | 1 | 2 | 3,,209,,209,0 | 1 | 2 | 3,Table added,,0 | 1 | 2 | 3 | 4 | 5 0001000 | 00100 | 00000 | 000 | 00000 | 1110011,Added table,0.0
Relocations,Page shifts,CHG-0531,page,moved,structural_page_shift,Structural page shift,,,175–211,167–203,,Structural page shift detected,,,Structural page shift detected. Pages 175–211 were renumbered by -8. Content was matched successfully.,1.0
Critical Changes,Requirement changes,CHG-0532,page,modified,numeric_value_change,Page 178,,170,178,170,,Page modified,"reading back the value in hgatp to see which bit positions in the VMID field hold a one. The least-significant bits of VMID are implemented first: that is, if VMIDLEN > 0, VMID[VMIDLEN-1:0] is writable. The maximal value of VMIDLEN, termed VMIDMAX, is 7 for Sv32x4 or 14 for Sv39x4, Sv48x4, and Sv57x4. The hgatp register is considered active for the purposes of the address-translation algorithm unless the effective privilege mode is U and hstatus.HU=0.  This definition simplifies the implementation of speculative execution of HLV, HLVX, and HSV instructions. Note that writing hgatp does not imply any ordering constraints between page-table updates and subsequent G-stage address translations. If the new virtual machine’s guest physical page tables have been modified, or if a VMID is reused, it may be necessary to execute an HFENCE.GVMA instruction (see Section 21.3.2) before or after writing hgatp. 21.2.11. Virtual Supervisor Status (vsstatus) Register The vsstatus register is a VSXLEN-bit read/write register that is VS-mode’s version of supervisor register sstatus, formatted as shown in Figure 98 when VSXLEN=32 and Figure 99 when VSXLEN=64. When V=1, vsstatus substitutes for the usual sstatus, so instructions that normally read or modify sstatus actually access vsstatus instead. 0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 WPRI SIE WPRI SPIE UBE WPRI SPP VS[1:0] WPRI FS[1:0] XS[1:0] 16 17 18 19 20 22 23 24 25 30 31 XS[1:0] WPRI SUM MXR WPRI SPELP SDT WPRI SD Figure 98. Virtual supervisor status (vsstatus) register when VSXLEN=32. 0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 WPRI SIE WPRI SPIE UBE WPRI SPP VS[1:0] WPRI FS[1:0] XS[1:0] 16 17 18 19 20 22 23 24 25 31 XS[1:0] WPRI SUM MXR WPRI SPELP SDT WPRI 32 33 34 47 UXL[1:0] WPRI 48 62 63 WPRI SD Figure 99. Virtual supervisor status (vsstatus) register when VSXLEN=64. The UXL field controls the effective XLEN for VU-mode, which may differ from the XLEN for VS-mode (VSXLEN). When VSXLEN=32, the UXL field does not exist, and VU-mode XLEN=32. When VSXLEN=64, UXL is a WARL field that is encoded the same as the MXL field of misa, shown in Table 9. In particular, an implementation may make UXL be a read-only copy of field VSXL of hstatus, forcing VU-mode XLEN=VSXLEN. If VSXLEN is changed from 32 to a wider width, and if field UXL is not restricted to a single value, it gets the value corresponding to the widest supported width not wider than the new VSXLEN. When V=1, both vsstatus.FS and the HS-level sstatus.FS are in effect. Attempts to execute a floating-point instruction when either field is 0 (Off) raise an illegal-instruction exception. Modifying the floating-point state when V=1 causes both fields to be set to 3 (Dirty).  For a hypervisor to benefit from the extension context status, it must have its own 21.2. Hypervisor and Virtual Supervisor CSRs | Page 171 The RISC-V Instruction Set Manual: Volume II | © RISC-V International","0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 WPRI SIE WPRI SPIE UBE WPRI SPP VS[1:0] WPRI FS[1:0] XS[1:0] 16 17 18 19 20 22 23 24 25 31 XS[1:0] WPRI SUM MXR WPRI SPELP SDT WPRI 32 33 34 47 UXL[1:0] WPRI 48 62 63 WPRI SD Figure 67. Virtual supervisor status (vsstatus) register when VSXLEN=64. The UXL field controls the effective XLEN for VU-mode, which may differ from the XLEN for VS-mode (VSXLEN). When VSXLEN=32, the UXL field does not exist, and VU-mode XLEN=32. When VSXLEN=64, UXL is a WARL field that is encoded the same as the MXL field of misa, shown in Encoding of MXL field in misa. In particular, an implementation may make UXL be a read-only copy of field VSXL of hstatus, forcing VU-mode XLEN=VSXLEN. If VSXLEN is changed from 32 to a wider width, and if field UXL is not restricted to a single value, it gets the value corresponding to the widest supported width not wider than the new VSXLEN. When V=1, both vsstatus.FS and the HS-level sstatus.FS are in effect. Attempts to execute a floating-point instruction when either field is 0 (Off) raise an illegal-instruction exception. Modifying the floating-point state when V=1 causes both fields to be set to 3 (Dirty).  For a hypervisor to benefit from the extension context status, it must have its own copy in the HS-level sstatus, maintained independently of a guest OS running in VS-mode. While a version of the extension context status obviously must exist in vsstatus for VS-mode, a hypervisor cannot rely on this version being maintained correctly, given that VS-level software can change vsstatus.FS arbitrarily. If the HS-level sstatus.FS were not independently active and maintained by the hardware in parallel with vsstatus.FS while V=1, hypervisors would always be forced to conservatively swap all floating-point state when context-switching between virtual machines. Similarly, when V=1, both vsstatus.VS and the HS-level sstatus.VS are in effect. Attempts to execute a vector instruction when either field is 0 (Off) raise an illegal-instruction exception. Modifying the vector state when V=1 causes both fields to be set to 3 (Dirty). Read-only fields SD and XS summarize the extension context status as it is visible to VS-mode only. For example, the value of the HS-level sstatus.FS does not affect vsstatus.SD. An implementation may make field UBE be a read-only copy of hstatus.VSBE. When V=0, vsstatus does not directly affect the behavior of the machine, unless a virtual-machine load/store (HLV, HLVX, or HSV) or the MPRV feature in the mstatus register is used to execute a load or store as though V=1. The Zicfilp extension adds the SPELP field that holds the previous ELP, and is updated as specified in Preserving Expected Landing Pad State on Traps. The SPELP field is encoded as follows: ⚫0-NO_LP_EXPECTED-no landing pad instruction expected. ⚫1-LP_EXPECTED-a landing pad instruction is expected. The Ssdbltrp adds an S-mode-disable-trap (SDT) field extension to address double trap (See Double Trap Control in sstatus Register) in VS-mode. 15.2. Hypervisor and Virtual Supervisor CSRs | Page 163 The RISC-V Instruction Set Manual, Volume II | © RISC-V International","Changed 'reading back the value in hgatp to see which bit positions in the vmid field hold a one. the least-significant bits of vmid are implemented first: that is, if vmidlen > 0, vmid[vmidlen-1:0] is writable. the maximal value of vmidlen, termed vmidmax, is 7 for sv32x4 or 14 for sv39x4, sv48x4, and sv57x4. the hgatp register is considered active for the purposes of the address-translation algorithm unless the effective privilege mode is u and hstatus.hu=0.  this definition simplifies the implementation of speculative execution of hlv, hlvx, and hsv instructions. note that writing hgatp does not imply any ordering constraints between page-table updates and subsequent g-stage address translations. if the new virtual machine’s guest physical page tables have been modified, or if a vmid is reused, it may be necessary to execute an hfence.gvma instruction (see section 21.3.2) before or after writing hgatp. 21.2.11. virtual supervisor status (vsstatus) register the vsstatus register is a vsxlen-bit read/write register that is vs-mode’s version of supervisor register sstatus, formatted as shown in figure 98 when vsxlen=32 and figure 99 when vsxlen=64. when v=1, vsstatus substitutes for the usual sstatus, so instructions that normally read or modify sstatus actually access vsstatus instead.' to ''",0.4119
